month,product_line,channel,region,policy_count,gross_written_premium,renewal_count,renewal_premium,average_ticket_size,notes
2025-07,Motor (Car),Broker,South,606,8830692.6,511,7220118.29,14572.1,
2025-07,Motor (Car),Broker,West,469,4915959.51,311,3285621.7,10481.79,
2025-07,Motor (Car),Direct/Online,East,534,10029070.02,403,7366416.85,18781.03,
2025-07,Motor (Car),Direct/Online,North,917,18191675.25,796,15403467.64,19838.25,
2025-07,Motor (Car),Direct/Online,South,930,9166721.7,701,6872947.49,9856.69,
2025-07,Motor (Car),Direct/Online,West,837,18929232.09,611,13858323.18,22615.57,
2025-07,Motor (Car),PoSP,East,202,2358228.8,177,2084137.83,11674.4,
2025-07,Motor (Car),PoSP,North,356,8461867.24,223,5169064.18,23769.29,
2025-07,Motor (Car),PoSP,South,346,6603621.06,268,5020066.12,19085.61,
2025-07,Motor (Car),PoSP,West,297,7936532.01,259,7033968.62,26722.33,
2025-07,Motor (Two-Wheeler),Agent,East,886,2846390.18,750,2313667.5,3212.63,
2025-07,Motor (Two-Wheeler),Agent,North,1562,4528347.34,1125,3307601.25,2899.07,
2025-07,Motor (Two-Wheeler),Agent,South,1527,5177171.34,933,3041589.33,3390.42,
2025-07,Motor (Two-Wheeler),Agent,West,1291,2493011.37,1083,2013870.99,1931.07,
2025-07,Motor (Two-Wheeler),Bancassurance,East,752,2633744.64,617,2136208.25,3502.32,
2025-07,Motor (Two-Wheeler),Bancassurance,North,1246,4125082.36,947,2985048.17,3310.66,
2025-07,Motor (Two-Wheeler),Bancassurance,South,1133,3654536.82,854,2699784.36,3225.54,
2025-07,Motor (Two-Wheeler),Bancassurance,West,1038,3163657.92,835,2661595.9,3047.84,
2025-07,Motor (Two-Wheeler),Broker,East,611,1058899.66,416,692573.44,1733.06,
2025-07,Motor (Two-Wheeler),Broker,North,1129,2183858.57,833,1543657.29,1934.33,
2025-07,Motor (Two-Wheeler),Broker,South,964,2616093.56,812,2172002.56,2713.79,
2025-07,Motor (Two-Wheeler),Broker,West,869,3330642.37,661,2471340.19,3832.73,
2025-07,Motor (Two-Wheeler),Direct/Online,East,967,3505423.35,690,2575804.5,3625.05,
2025-07,Motor (Two-Wheeler),Direct/Online,North,1676,3223936.84,1170,2252109.6,1923.59,
2025-07,Motor (Two-Wheeler),Direct/Online,South,1701,2993725.98,1365,2319721.95,1759.98,
2025-07,Motor (Two-Wheeler),Direct/Online,West,1456,4352071.36,1176,3389126.16,2989.06,
2025-07,Motor (Two-Wheeler),PoSP,East,348,1282244.28,294,1045020.06,3684.61,
2025-07,Motor (Two-Wheeler),PoSP,North,634,1894005.26,521,1625962.85,2987.39,
2025-07,Motor (Two-Wheeler),PoSP,South,604,1931175.24,423,1309756.05,3197.31,
2025-07,Motor (Two-Wheeler),PoSP,West,546,1070411.16,367,718872.26,1960.46,
2025-07,SME/Commercial,Agent,East,55,3135095.7,37,2159610.45,57001.74,
2025-07,SME/Commercial,Agent,North,97,4957673.88,75,3959370.0,51110.04,
2025-07,SME/Commercial,Agent,South,91,6737367.91,77,5504542.89,74037.01,
2025-07,SME/Commercial,Agent,West,80,13090832.0,71,11572164.33,163635.4,
2025-07,SME/Commercial,Bancassurance,East,39,936123.24,31,739269.4,24003.16,
2025-07,SME/Commercial,Bancassurance,North,72,9214965.36,47,5752347.86,127985.63,
2025-07,SME/Commercial,Bancassurance,South,63,2467786.86,51,2005977.39,39171.22,
2025-07,SME/Commercial,Bancassurance,West,63,3984862.77,48,2911468.32,63251.79,
2025-07,SME/Commercial,Broker,East,38,874072.58,28,656566.96,23001.91,
2025-07,SME/Commercial,Broker,North,62,3059348.46,43,2180381.22,49344.33,
2025-07,SME/Commercial,Broker,South,53,7817881.07,35,5319080.55,147507.19,
2025-07,SME/Commercial,Broker,West,51,3250844.04,40,2660614.4,63742.04,
2025-07,SME/Commercial,Direct/Online,East,54,2385124.38,38,1612075.9,44168.97,
2025-07,SME/Commercial,Direct/Online,North,102,5436442.92,75,4010518.5,53298.46,
2025-07,SME/Commercial,Direct/Online,South,99,13014015.3,71,8931246.91,131454.7,
2025-07,SME/Commercial,Direct/Online,West,87,13336385.73,79,11964544.47,153291.79,
2025-07,SME/Commercial,PoSP,East,21,688910.25,17,531322.25,32805.25,
2025-07,SME/Commercial,PoSP,North,34,1017930.76,22,664734.84,29939.14,
2025-07,SME/Commercial,PoSP,South,33,4813771.38,27,3967388.1,145871.86,
2025-07,SME/Commercial,PoSP,West,33,5053785.0,26,4093307.92,153145.0,
2025-07,Travel,Agent,East,417,389920.02,312,297510.72,935.06,
2025-07,Travel,Agent,North,763,831219.83,528,574120.8,1089.41,
2025-07,Travel,Agent,South,662,1720491.66,424,1097791.12,2598.93,
2025-07,Travel,Agent,West,587,740547.46,392,505495.76,1261.58,
2025-07,Travel,Bancassurance,East,329,260962.8,279,219154.5,793.2,
2025-07,Travel,Bancassurance,North,578,1474414.42,433,1075853.45,2550.89,
2025-07,Travel,Bancassurance,South,570,1719165.6,380,1140231.8,3016.08,
2025-07,Travel,Bancassurance,West,424,1024634.16,333,802553.31,2416.59,
2025-07,Travel,Broker,East,280,707487.2,241,583986.38,2526.74,
2025-07,Travel,Broker,North,478,1500246.02,359,1119394.31,3138.59,
2025-07,Travel,Broker,South,491,871475.9,376,649885.92,1774.9,
2025-07,Travel,Broker,West,415,969311.35,266,649939.08,2335.69,
2025-07,Travel,Direct/Online,East,426,1384649.1,378,1179911.88,3250.35,
2025-07,Travel,Direct/Online,North,743,1095560.93,522,750526.38,1474.51,
2025-07,Travel,Direct/Online,South,730,1060120.6,594,881935.56,1452.22,
2025-07,Travel,Direct/Online,West,624,1814510.88,484,1449541.28,2907.87,
2025-07,Travel,PoSP,East,163,259526.97,138,211173.12,1592.19,
2025-07,Travel,PoSP,North,298,390055.18,241,307344.89,1308.91,
2025-07,Travel,PoSP,South,341,550384.23,230,384624.4,1614.03,
2025-07,Travel,PoSP,West,238,331831.5,168,222720.96,1394.25,
2025-08,Crop,Agent,East,31,229154.48,20,150459.6,7392.08,
2025-08,Crop,Agent,North,55,589881.6,40,417226.8,10725.12,
2025-08,Crop,Agent,South,51,468990.39,43,402737.14,9195.89,
2025-08,Crop,Agent,West,47,397212.51,40,347491.2,8451.33,
2025-08,Crop,Bancassurance,East,25,372894.0,21,303533.58,14915.76,
2025-08,Crop,Bancassurance,North,46,913557.24,39,756488.46,19859.94,
2025-08,Crop,Bancassurance,South,41,523232.57,32,388349.44,12761.77,
2025-08,Crop,Bancassurance,West,38,675417.7,25,453339.25,17774.15,
2025-08,Crop,Broker,East,22,273740.72,14,178788.82,12442.76,
2025-08,Crop,Broker,North,39,193466.13,36,180848.52,4960.67,
2025-08,Crop,Broker,South,37,150429.42,29,122009.67,4065.66,
2025-08,Crop,Broker,West,35,764059.1,29,663128.21,21830.26,
2025-08,Crop,Direct/Online,East,42,625429.14,32,492682.24,14891.17,
2025-08,Crop,Direct/Online,North,69,387005.82,50,288452.0,5608.78,
2025-08,Crop,Direct/Online,South,53,1098187.56,36,712274.4,20720.52,
2025-08,Crop,Direct/Online,West,49,1027910.24,33,701793.84,20977.76,
2025-08,Crop,PoSP,East,15,131209.05,10,89010.6,8747.27,
2025-08,Crop,PoSP,North,23,336519.21,20,281947.0,14631.27,
2025-08,Crop,PoSP,South,21,356620.74,16,284656.8,16981.94,
2025-08,Crop,PoSP,West,20,264642.2,13,174323.37,13232.11,
2025-08,Health (Group),Agent,East,66,2379428.7,44,1583974.04,36051.95,
2025-08,Health (Group),Agent,North,131,5273370.94,100,4082127.0,40254.74,
2025-08,Health (Group),Agent,South,107,8848654.97,83,7063534.06,82697.71,
2025-08,Health (Group),Agent,West,93,9081383.04,74,7566198.82,97649.28,
2025-08,Health (Group),Bancassurance,East,56,5078828.72,42,3896782.26,90693.37,
2025-08,Health (Group),Bancassurance,North,91,4961860.54,65,3503613.75,54525.94,
2025-08,Health (Group),Bancassurance,South,93,8777954.73,70,6564980.1,94386.61,
2025-08,Health (Group),Bancassurance,West,77,5189941.68,55,3642148.95,67401.84,
2025-08,Health (Group),Broker,East,43,1606255.97,31,1162711.11,37354.79,
2025-08,Health (Group),Broker,North,81,2666604.24,52,1711003.32,32921.04,
2025-08,Health (Group),Broker,South,65,5770873.55,57,5183427.24,88782.67,
2025-08,Health (Group),Broker,West,66,4771433.7,49,3505188.54,72294.45,
2025-08,Health (Group),Direct/Online,East,81,6788721.78,56,4924414.88,83811.38,
2025-08,Health (Group),Direct/Online,North,113,3373273.74,75,2139887.25,29851.98,
2025-08,Health (Group),Direct/Online,South,118,11331745.32,92,8575723.88,96031.74,
2025-08,Health (Group),Direct/Online,West,102,6293362.26,84,5294940.84,61699.63,
2025-08,Health (Group),PoSP,East,27,1303038.9,23,1160933.74,48260.7,
2025-08,Health (Group),PoSP,North,55,3519957.65,39,2434949.79,63999.23,
2025-08,Health (Group),PoSP,South,47,2550662.27,32,1713412.48,54269.41,
2025-08,Health (Group),PoSP,West,49,2454335.03,30,1429983.9,50088.47,
2025-08,Health (Retail),Agent,East,346,11490172.14,256,8704898.56,33208.59,
2025-08,Health (Retail),Agent,North,558,16858692.18,482,14966866.38,30212.71,
2025-08,Health (Retail),Agent,South,487,15246786.59,398,13055617.88,31307.57,
2025-08,Health (Retail),Agent,West,473,16678140.82,429,15168461.88,35260.34,
2025-08,Health (Retail),Bancassurance,East,262,5608749.28,172,3656785.36,21407.44,
2025-08,Health (Retail),Bancassurance,North,438,13764185.04,290,9351255.9,31425.08,
2025-08,Health (Retail),Bancassurance,South,421,13116132.91,326,10607603.16,31154.71,
2025-08,Health (Retail),Bancassurance,West,382,7165716.44,302,5827896.34,18758.42,
2025-08,Health (Retail),Broker,East,220,4869574.6,171,3791193.12,22134.43,
2025-08,Health (Retail),Broker,North,415,7724619.1,290,5442308.2,18613.54,
2025-08,Health (Retail),Broker,South,384,13069098.24,247,8490597.83,34034.11,
2025-08,Health (Retail),Broker,West,352,5120579.2,252,3717047.88,14547.1,
2025-08,Health (Retail),Direct/Online,East,382,13645910.96,285,9828968.85,35722.28,
2025-08,Health (Retail),Direct/Online,North,656,12028953.92,467,8838974.38,18336.82,
2025-08,Health (Retail),Direct/Online,South,631,23000252.88,429,16366620.27,36450.48,
2025-08,Health (Retail),Direct/Online,West,554,7949074.54,450,6168892.5,14348.51,
2025-08,Health (Retail),PoSP,East,146,5476906.76,98,3776880.8,37513.06,
2025-08,Health (Retail),PoSP,North,257,7915533.18,188,5879111.56,30799.74,
2025-08,Health (Retail),PoSP,South,227,6652434.76,151,4603520.39,29305.88,
2025-08,Health (Retail),PoSP,West,226,8251004.62,207,7779097.26,36508.87,
2025-08,Home,Agent,East,103,348418.1,85,278444.7,3382.7,
2025-08,Home,Agent,North,163,746747.01,118,541595.22,4581.27,
2025-08,Home,Agent,South,170,768690.7,127,590831.94,4521.71,
2025-08,Home,Agent,West,151,1102905.51,126,938188.44,7304.01,
2025-08,Home,Bancassurance,East,82,731549.88,68,636815.92,8921.34,
2025-08,Home,Bancassurance,North,136,1113214.4,100,811161.0,8185.4,
2025-08,Home,Bancassurance,South,123,1212230.19,93,943103.7,9855.53,
2025-08,Home,Bancassurance,West,126,1234738.26,92,856757.36,9799.51,
2025-08,Home,Broker,East,73,415000.62,54,295098.12,5684.94,
2025-08,Home,Broker,North,125,744522.5,80,496353.6,5956.18,
2025-08,Home,Broker,South,113,1016914.12,84,782837.16,8999.24,
2025-08,Home,Broker,West,105,948496.5,80,747579.2,9033.3,
2025-08,Home,Direct/Online,East,122,846172.48,81,565267.41,6935.84,
2025-08,Home,Direct/Online,North,204,868615.68,129,559389.15,4257.92,
2025-08,Home,Direct/Online,South,180,1472635.8,125,972858.75,8181.31,
2025-08,Home,Direct/Online,West,171,1313206.47,107,811554.34,7679.57,
2025-08,Home,PoSP,East,39,204347.91,33,179442.78,5239.69,
2025-08,Home,PoSP,North,80,314872.8,53,198818.37,3935.91,
2025-08,Home,PoSP,South,71,596793.34,44,357209.16,8405.54,
2025-08,Home,PoSP,West,62,370691.8,40,239681.6,5978.9,
2025-08,Motor (Car),Agent,East,530,7925609.4,355,5224428.5,14953.98,
2025-08,Motor (Car),Agent,North,1133,31219373.13,757,21323811.88,27554.61,
2025-08,Motor (Car),Agent,South,914,15072198.18,596,9506158.28,16490.37,
2025-08,Motor (Car),Agent,West,684,10789046.64,488,7704875.84,15773.46,
2025-08,Motor (Car),Bancassurance,East,428,6375573.6,303,4394502.93,14896.2,
2025-08,Motor (Car),Bancassurance,North,746,13571933.24,457,8198182.41,18192.94,
2025-08,Motor (Car),Bancassurance,South,732,18120586.8,637,15695081.22,24754.9,
2025-08,Motor (Car),Bancassurance,West,641,9970088.36,500,7550025.0,15553.96,
2025-08,Motor (Car),Broker,East,366,3275989.14,263,2412677.84,8950.79,
2025-08,Motor (Car),Broker,North,679,6220257.89,519,4825859.22,9160.91,
2025-08,Motor (Car),Broker,South,605,7120093.75,469,5390817.32,11768.75,
2025-08,Motor (Car),Broker,West,528,10790577.6,382,8062461.44,20436.7,
2025-08,Motor (Car),Direct/Online,East,607,16454501.37,457,11776533.54,27107.91,
2025-08,Motor (Car),Direct/Online,North,1039,14468230.85,722,9670143.1,13925.15,
2025-08,Motor (Car),Direct/Online,South,1046,11389998.6,754,8335681.12,10889.1,
2025-08,Motor (Car),Direct/Online,West,780,11031399.6,647,8827318.62,14142.82,
2025-08,Motor (Car),PoSP,East,238,6275286.5,178,4864216.68,26366.75,
2025-08,Motor (Car),PoSP,North,410,9872131.7,350,8698483.5,24078.37,
2025-08,Motor (Car),PoSP,South,365,3902590.95,279,3052530.63,10692.03,
2025-08,Motor (Car),PoSP,West,327,7530653.04,252,5983954.2,23029.52,
2025-08,Motor (Two-Wheeler),Agent,East,846,2176969.5,601,1474962.18,2573.25,
2025-08,Motor (Two-Wheeler),Agent,North,1757,5887056.91,1366,4759184.98,3350.63,
2025-08,Motor (Two-Wheeler),Agent,South,1659,5576164.44,1239,4066534.29,3361.16,
2025-08,Motor (Two-Wheeler),Agent,West,1554,4385232.6,1098,3074564.7,2821.9,
2025-08,Motor (Two-Wheeler),Bancassurance,East,701,1776509.25,546,1316264.04,2534.25,
2025-08,Motor (Two-Wheeler),Bancassurance,North,1362,4827132.3,1169,3995396.51,3544.15,
2025-08,Motor (Two-Wheeler),Bancassurance,South,1236,4278784.8,1020,3397589.4,3461.8,
2025-08,Motor (Two-Wheeler),Bancassurance,West,1055,3181268.1,755,2283021.85,3015.42,
2025-08,Motor (Two-Wheeler),Broker,East,644,1100570.24,459,809042.58,1708.96,
2025-08,Motor (Two-Wheeler),Broker,North,1194,2598920.1,805,1811137.3,2176.65,
2025-08,Motor (Two-Wheeler),Broker,South,985,2029100.0,810,1613884.5,2060.0,
2025-08,Motor (Two-Wheeler),Broker,West,915,2194362.15,757,1750062.88,2398.21,
2025-08,Motor (Two-Wheeler),Direct/Online,East,1023,1994246.43,788,1564881.32,1949.41,
2025-08,Motor (Two-Wheeler),Direct/Online,North,1858,4579208.22,1534,3821408.76,2464.59,
2025-08,Motor (Two-Wheeler),Direct/Online,South,1698,3576276.66,1156,2383810.72,2106.17,
2025-08,Motor (Two-Wheeler),Direct/Online,West,1557,3436781.67,1011,2301693.15,2207.31,
2025-08,Motor (Two-Wheeler),PoSP,East,450,1301481.0,324,963514.44,2892.18,
2025-08,Motor (Two-Wheeler),PoSP,North,672,1567110.72,529,1293320.36,2332.01,
2025-08,Motor (Two-Wheeler),PoSP,South,729,2336510.61,591,1971505.08,3205.09,
2025-08,Motor (Two-Wheeler),PoSP,West,505,945339.8,362,702801.28,1871.96,
2025-08,SME/Commercial,Agent,East,56,1405078.64,47,1178376.01,25090.69,
2025-08,SME/Commercial,Agent,North,93,10733169.06,78,8980907.52,115410.42,
2025-08,SME/Commercial,Agent,South,78,9567807.6,65,7660343.6,122664.2,
2025-08,SME/Commercial,Agent,West,74,8709006.72,54,6223290.48,117689.28,
2025-08,SME/Commercial,Bancassurance,East,34,2572993.18,27,1988781.12,75676.27,
2025-08,SME/Commercial,Bancassurance,North,68,8785289.92,47,6365474.14,129195.44,
2025-08,SME/Commercial,Bancassurance,South,65,1386173.1,48,1072559.52,21325.74,
2025-08,SME/Commercial,Bancassurance,West,53,5585997.01,35,3606015.7,105396.17,
2025-08,SME/Commercial,Broker,East,38,2833011.34,32,2319395.84,74552.93,
2025-08,SME/Commercial,Broker,North,60,6251680.2,48,4943435.52,104194.67,
2025-08,SME/Commercial,Broker,South,60,8600780.4,41,5854935.71,143346.34,
2025-08,SME/Commercial,Broker,West,44,5557010.36,40,5144229.2,126295.69,
2025-08,SME/Commercial,Direct/Online,East,58,3501082.42,39,2418684.45,60363.49,
2025-08,SME/Commercial,Direct/Online,North,90,3255611.4,62,2264279.68,36173.46,
2025-08,SME/Commercial,Direct/Online,South,88,6212305.44,67,4855395.53,70594.38,
2025-08,SME/Commercial,Direct/Online,West,82,6597419.88,58,4500127.2,80456.34,
2025-08,SME/Commercial,PoSP,East,21,1039654.35,15,772548.45,49507.35,
2025-08,SME/Commercial,PoSP,North,40,4749451.6,31,3524439.29,118736.29,
2025-08,SME/Commercial,PoSP,South,35,3309058.2,31,2896325.97,94544.52,
2025-08,SME/Commercial,PoSP,West,30,2655321.0,24,2043174.48,88510.7,
2025-08,Travel,Agent,East,333,327995.01,248,235994.32,984.97,
2025-08,Travel,Agent,North,713,714269.14,596,584807.12,1001.78,
2025-08,Travel,Agent,South,579,1394712.57,394,986859.68,2408.83,
2025-08,Travel,Agent,West,590,564016.4,391,369921.19,955.96,
2025-08,Travel,Bancassurance,East,267,653413.08,206,494727.54,2447.24,
2025-08,Travel,Bancassurance,North,549,922879.98,441,712713.33,1681.02,
2025-08,Travel,Bancassurance,South,492,1518705.6,394,1259357.96,3086.8,
2025-08,Travel,Bancassurance,West,432,1421966.88,315,992379.15,3291.59,
2025-08,Travel,Broker,East,258,848270.46,182,570759.28,3287.87,
2025-08,Travel,Broker,North,450,429754.5,291,268971.3,955.01,
2025-08,Travel,Broker,South,358,212716.44,268,163120.88,594.18,
2025-08,Travel,Broker,West,384,1248533.76,303,1032960.33,3251.39,
2025-08,Travel,Direct/Online,East,390,703739.4,271,497780.93,1804.46,
2025-08,Travel,Direct/Online,North,767,1669943.08,563,1242974.51,2177.24,
2025-08,Travel,Direct/Online,South,745,1221978.8,544,853895.04,1640.24,
2025-08,Travel,Direct/Online,West,640,615955.2,443,416495.31,962.43,
2025-08,Travel,PoSP,East,145,100193.55,117,79912.17,690.99,
2025-08,Travel,PoSP,North,279,561925.53,217,418742.73,2014.07,
2025-08,Travel,PoSP,South,252,541520.28,168,351659.28,2148.89,
2025-08,Travel,PoSP,West,237,340995.6,160,224316.8,1438.8,
2025-09,Crop,Agent,East,29,281523.01,24,238500.48,9707.69,
2025-09,Crop,Agent,North,49,783690.32,32,536247.36,15993.68,
2025-09,Crop,Agent,South,43,323717.33,32,229722.24,7528.31,
2025-09,Crop,Agent,West,36,656007.84,33,577524.75,18222.44,
2025-09,Crop,Bancassurance,East,20,308777.2,18,280768.32,15438.86,
2025-09,Crop,Bancassurance,North,37,269466.93,29,207374.07,7282.89,
2025-09,Crop,Bancassurance,South,31,557730.61,21,375623.64,17991.31,
2025-09,Crop,Bancassurance,West,31,681330.09,26,556009.74,21978.39,
2025-09,Crop,Broker,East,18,222269.76,14,170081.24,12348.32,
2025-09,Crop,Broker,North,31,212615.05,26,171904.72,6858.55,
2025-09,Crop,Broker,South,30,604718.1,22,461054.0,20157.27,
2025-09,Crop,Broker,West,27,440260.65,23,357141.01,16305.95,
2025-09,Crop,Direct/Online,East,34,222561.62,24,161541.84,6545.93,
2025-09,Crop,Direct/Online,North,54,567725.76,42,450933.84,10513.44,
2025-09,Crop,Direct/Online,South,43,809718.81,32,629574.08,18830.67,
2025-09,Crop,Direct/Online,West,48,805486.56,40,653732.4,16780.97,
2025-09,Crop,PoSP,East,12,221185.8,10,183263.2,18432.15,
2025-09,Crop,PoSP,North,18,120407.04,12,83389.32,6689.28,
2025-09,Crop,PoSP,South,20,152157.2,16,118339.04,7607.86,
2025-09,Crop,PoSP,West,16,288929.28,12,224439.6,18058.08,
2025-09,Health (Group),Agent,East,73,6051130.6,63,5395131.0,82892.2,
2025-09,Health (Group),Agent,North,125,11526657.5,96,9242690.88,92213.26,
2025-09,Health (Group),Agent,South,111,9913960.56,76,6894744.32,89314.96,
2025-09,Health (Group),Agent,West,102,7424973.72,80,5628762.4,72793.86,
2025-09,Health (Group),Bancassurance,East,52,3032514.16,38,2199024.66,58317.58,
2025-09,Health (Group),Bancassurance,North,96,3448757.76,69,2460842.22,35924.56,
2025-09,Health (Group),Bancassurance,South,86,5354998.12,66,3957759.3,62267.42,
2025-09,Health (Group),Bancassurance,West,85,8041117.3,69,6252628.89,94601.38,
2025-09,Health (Group),Broker,East,49,1992445.35,40,1702347.2,40662.15,
2025-09,Health (Group),Broker,North,87,3967108.65,61,2814898.07,45598.95,
2025-09,Health (Group),Broker,South,83,4371562.69,72,3941802.72,52669.43,
2025-09,Health (Group),Broker,West,67,5834885.28,48,4047718.56,87087.84,
2025-09,Health (Group),Direct/Online,East,73,6162289.89,57,4834028.64,84414.93,
2025-09,Health (Group),Direct/Online,North,133,8115686.6,85,4985035.8,61020.2,
2025-09,Health (Group),Direct/Online,South,138,10927251.24,111,8551638.69,79182.98,
2025-09,Health (Group),Direct/Online,West,116,3511500.96,79,2388591.07,30271.56,
2025-09,Health (Group),PoSP,East,28,2735671.12,19,1807557.21,97702.54,
2025-09,Health (Group),PoSP,North,54,2251238.94,44,1921946.84,41689.61,
2025-09,Health (Group),PoSP,South,51,1609586.01,43,1292505.61,31560.51,
2025-09,Health (Group),PoSP,West,41,2093087.31,30,1597216.8,51050.91,
2025-09,Health (Retail),Agent,East,363,5120688.54,268,3729823.0,14106.58,
2025-09,Health (Retail),Agent,North,550,14579812.5,424,10897588.64,26508.75,
2025-09,Health (Retail),Agent,South,591,20124064.17,442,15594277.14,34050.87,
2025-09,Health (Retail),Agent,West,528,11367665.76,374,7840876.34,21529.67,
2025-09,Health (Retail),Bancassurance,East,281,9159967.75,199,6679202.17,32597.75,
2025-09,Health (Retail),Bancassurance,North,554,13682126.92,386,9422958.66,24696.98,
2025-09,Health (Retail),Bancassurance,South,455,13126135.75,315,9244349.1,28848.65,
2025-09,Health (Retail),Bancassurance,West,406,13081864.04,305,9689087.5,32221.34,
2025-09,Health (Retail),Broker,East,213,7610519.82,153,5521210.02,35730.14,
2025-09,Health (Retail),Broker,North,414,10510764.48,310,7709464.4,25388.32,
2025-09,Health (Retail),Broker,South,382,7033983.74,265,4667977.65,18413.57,
2025-09,Health (Retail),Broker,West,375,7648353.75,276,5353050.36,20395.61,
2025-09,Health (Retail),Direct/Online,East,357,11459646.45,237,7253633.85,32099.85,
2025-09,Health (Retail),Direct/Online,North,681,23548333.05,527,18296138.31,34579.05,
2025-09,Health (Retail),Direct/Online,South,594,20170446.12,500,16643295.0,33956.98,
2025-09,Health (Retail),Direct/Online,West,545,10197800.2,408,7601688.72,18711.56,
2025-09,Health (Retail),PoSP,East,150,4831116.0,112,3543877.12,32207.44,
2025-09,Health (Retail),PoSP,North,231,5480990.13,179,4260250.12,23727.23,
2025-09,Health (Retail),PoSP,South,248,3384711.44,192,2740590.72,13648.03,
2025-09,Health (Retail),PoSP,West,227,6223427.46,177,4612204.05,27415.98,
2025-09,Home,Agent,East,102,944273.16,86,792158.04,9257.58,
2025-09,Home,Agent,North,180,991663.2,131,719121.88,5509.24,
2025-09,Home,Agent,South,155,373697.25,105,240559.2,2410.95,
2025-09,Home,Agent,West,161,1208902.31,148,1083454.72,7508.71,
2025-09,Home,Bancassurance,East,84,798231.0,59,559019.1,9502.75,
2025-09,Home,Bancassurance,North,148,851587.56,119,682641.12,5753.97,
2025-09,Home,Bancassurance,South,157,1185442.63,119,879893.14,7550.59,
2025-09,Home,Bancassurance,West,121,957871.09,91,752151.4,7916.29,
2025-09,Home,Broker,East,78,491779.86,60,388743.0,6304.87,
2025-09,Home,Broker,North,136,1276976.08,110,1055993.4,9389.53,
2025-09,Home,Broker,South,115,703335.4,96,607276.8,6115.96,
2025-09,Home,Broker,West,105,852038.25,75,631512.0,8114.65,
2025-09,Home,Direct/Online,East,128,1150775.04,86,793086.84,8990.43,
2025-09,Home,Direct/Online,North,200,1441874.0,157,1125895.67,7209.37,
2025-09,Home,Direct/Online,South,206,782563.1,144,536160.96,3798.85,
2025-09,Home,Direct/Online,West,185,1439066.9,157,1218552.36,7778.74,
2025-09,Home,PoSP,East,44,396808.72,39,335090.73,9018.38,
2025-09,Home,PoSP,North,82,351839.04,58,252318.56,4290.72,
2025-09,Home,PoSP,South,78,408042.96,59,321653.25,5231.32,
2025-09,Home,PoSP,West,69,637798.05,49,460907.23,9243.45,
2025-09,Motor (Car),Agent,East,677,9370918.91,581,7858774.49,13841.83,
2025-09,Motor (Car),Agent,North,1013,20878203.51,694,14896647.54,20610.27,
2025-09,Motor (Car),Agent,South,998,25608081.2,811,21755804.9,25659.4,
2025-09,Motor (Car),Agent,West,866,9362464.56,661,7351086.76,10811.16,
2025-09,Motor (Car),Bancassurance,East,494,10536422.26,388,7933463.16,21328.79,
2025-09,Motor (Car),Bancassurance,North,769,17532492.52,531,12204902.25,22799.08,
2025-09,Motor (Car),Bancassurance,South,799,10113238.63,538,6995700.08,12657.37,
2025-09,Motor (Car),Bancassurance,West,759,10509706.02,647,9024142.49,13846.78,
2025-09,Motor (Car),Broker,East,383,10081498.35,279,7688509.02,26322.45,
2025-09,Motor (Car),Broker,North,811,7876237.36,689,6515673.19,9711.76,
2025-09,Motor (Car),Broker,South,619,11486696.34,428,8277584.2,18556.86,
2025-09,Motor (Car),Broker,West,661,17294509.76,455,11966609.2,26164.16,
2025-09,Motor (Car),Direct/Online,East,658,15281753.9,535,11823885.2,23224.55,
2025-09,Motor (Car),Direct/Online,North,1303,31577553.5,896,21285788.16,24234.5,
2025-09,Motor (Car),Direct/Online,South,1044,25154939.88,903,20911376.01,24094.77,
2025-09,Motor (Car),Direct/Online,West,1012,9583548.92,727,6633060.76,9469.91,
2025-09,Motor (Car),PoSP,East,260,4464038.8,197,3306648.94,17169.38,
2025-09,Motor (Car),PoSP,North,439,10054772.59,356,7782234.76,22903.81,
2025-09,Motor (Car),PoSP,South,444,5026217.64,302,3282945.36,11320.31,
2025-09,Motor (Car),PoSP,West,390,8672040.0,349,7862083.54,22236.0,
2025-09,Motor (Two-Wheeler),Agent,East,1112,2359775.2,791,1690446.1,2122.1,
2025-09,Motor (Two-Wheeler),Agent,North,2055,7577874.15,1331,5091727.19,3687.53,
2025-09,Motor (Two-Wheeler),Agent,South,1839,4936188.63,1414,3710618.8,2684.17,
2025-09,Motor (Two-Wheeler),Agent,West,1498,4174431.66,1231,3530655.72,2786.67,
2025-09,Motor (Two-Wheeler),Bancassurance,East,897,3165504.03,807,2891271.18,3528.99,
2025-09,Motor (Two-Wheeler),Bancassurance,North,1325,2540502.0,1067,1983435.63,1917.36,
2025-09,Motor (Two-Wheeler),Bancassurance,South,1508,3185846.04,1177,2552100.87,2112.63,
2025-09,Motor (Two-Wheeler),Bancassurance,West,1473,3611236.26,1062,2652929.1,2451.62,
2025-09,Motor (Two-Wheeler),Broker,East,738,1949641.02,616,1548057.28,2641.79,
2025-09,Motor (Two-Wheeler),Broker,North,1170,4236488.1,932,3518188.16,3620.93,
2025-09,Motor (Two-Wheeler),Broker,South,1220,4490868.8,962,3635349.9,3681.04,
2025-09,Motor (Two-Wheeler),Broker,West,1062,1917568.44,811,1426573.33,1805.62,
